sys_created_on,closed_at,quantity,csr_triggered,ohs_triggered,sub_task,SubTask_Number,business_duration,state,sys_updated_on,opened_at,assignment_group,number,Working_Turn_Around_Days
30/06/2023,13/07/2023,1,TRUE,FALSE,Require CSR,"SubTask_0235106, SubTask_0235417",12.96527778,Closed Complete,13/07/2023,30/06/2023,Finance Operations Team,SR_Req_0981771,10
1/07/2023,25/07/2023,1,FALSE,FALSE,Require Neither,,23.93819444,Closed Incomplete,25/07/2023,1/07/2023,Procurement Operations Team,SR_Req_0982641,17
1/07/2023,7/07/2023,1,FALSE,FALSE,Require Neither,,5.744444444,Closed Complete,7/07/2023,1/07/2023,Finance Operations Team,SR_Req_0982653,5
2/07/2023,26/07/2023,1,TRUE,FALSE,Require CSR,SubTask_0235383,23.86041667,Closed Complete,26/07/2023,2/07/2023,Finance Operations Team,SR_Req_0982682,18
3/07/2023,24/08/2023,1,FALSE,FALSE,Require Neither,SubTask_0235655,51.90972222,Closed Complete,24/08/2023,3/07/2023,Finance Operations Team,SR_Req_0982908,39
3/07/2023,7/07/2023,1,FALSE,TRUE,Require OH&S,SubTask_0235458,3.785416667,Closed Complete,7/07/2023,3/07/2023,Finance Operations Team,SR_Req_0983097,5
3/07/2023,7/07/2023,1,TRUE,FALSE,Require CSR,SubTask_0235494,4.007638889,Closed Incomplete,7/07/2023,3/07/2023,Procurement Operations Team,SR_Req_0983222,5
4/07/2023,31/07/2023,1,TRUE,FALSE,Require CSR,"SubTask_0235591, SubTask_0235697",27.03402778,Closed Complete,31/07/2023,4/07/2023,Finance Operations Team,SR_Req_0983596,20
4/07/2023,13/07/2023,1,FALSE,FALSE,Require Neither,,8.80625,Closed Complete,13/07/2023,4/07/2023,Finance Operations Team,SR_Req_0983880,8
4/07/2023,18/07/2023,1,TRUE,FALSE,Require CSR,"SubTask_0235663, SubTask_0235710",13.79722222,Closed Complete,18/07/2023,4/07/2023,Finance Operations Team,SR_Req_0983951,11
4/07/2023,7/07/2023,1,TRUE,FALSE,Require CSR,SubTask_0235704,2.64375,Closed Complete,7/07/2023,4/07/2023,Finance Operations Team,SR_Req_0984132,4
4/07/2023,13/07/2023,1,TRUE,FALSE,Require CSR,SubTask_0235711,8.674305556,Closed Complete,13/07/2023,4/07/2023,Finance Operations Team,SR_Req_0984147,8
4/07/2023,22/08/2023,1,FALSE,FALSE,Require Neither,,48.75833333,Closed Complete,22/08/2023,4/07/2023,Finance Operations Team,SR_Req_0984201,36
5/07/2023,6/07/2023,1,TRUE,TRUE,Require Both,"SubTask_0235750, SubTask_0235751",0.032638889,Closed Incomplete,19/07/2023,5/07/2023,Procurement Operations Team,SR_Req_0984381,2
5/07/2023,7/07/2023,1,FALSE,FALSE,Require Neither,,2.011805556,Closed Complete,7/07/2023,5/07/2023,Procurement Operations Team,SR_Req_0984467,3
5/07/2023,10/07/2023,1,TRUE,FALSE,Require CSR,"SubTask_0235784, SubTask_0235790",4.820833333,Closed Complete,10/07/2023,5/07/2023,Finance Operations Team,SR_Req_0984550,4
5/07/2023,10/07/2023,1,TRUE,FALSE,Require CSR,"SubTask_0235791, SubTask_0235871",4.799305556,Closed Complete,10/07/2023,5/07/2023,Finance Operations Team,SR_Req_0984585,4
5/07/2023,21/07/2023,1,TRUE,FALSE,Require CSR,"SubTask_0235869, SubTask_0235905",15.70277778,Closed Complete,21/07/2023,5/07/2023,Finance Operations Team,SR_Req_0984758,13
5/07/2023,4/08/2023,1,TRUE,FALSE,Require CSR,"SubTask_0235873, SubTask_0236813",30.01597222,Closed Complete,4/08/2023,5/07/2023,Finance Operations Team,SR_Req_0984804,23
5/07/2023,14/07/2023,1,FALSE,FALSE,Require Neither,,8.46875,Closed Complete,14/07/2023,5/07/2023,Finance Operations Team,SR_Req_0984881,8
6/07/2023,13/07/2023,1,TRUE,FALSE,Require CSR,SubTask_0236046,6.846527778,Closed Complete,13/07/2023,6/07/2023,Finance Operations Team,SR_Req_0985173,6
6/07/2023,28/07/2023,1,FALSE,TRUE,Require OH&S,SubTask_0236053,21.99652778,Closed Complete,28/07/2023,6/07/2023,Finance Operations Team,SR_Req_0985220,17
6/07/2023,17/07/2023,1,TRUE,FALSE,Require CSR,SubTask_0236092,10.65,Closed Complete,17/07/2023,6/07/2023,Finance Operations Team,SR_Req_0985471,8
6/07/2023,3/08/2023,1,TRUE,FALSE,Require CSR,SubTask_0236093,27.49722222,Closed Complete,3/08/2023,6/07/2023,Finance Operations Team,SR_Req_0985508,21
7/07/2023,10/08/2023,1,TRUE,FALSE,Require CSR,SubTask_0236099,34.0125,Closed Complete,10/08/2023,7/07/2023,Finance Operations Team,SR_Req_0985545,25
7/07/2023,20/07/2023,1,FALSE,FALSE,Require Neither,,13.00416667,Closed Complete,20/07/2023,7/07/2023,Finance Operations Team,SR_Req_0985564,10
7/07/2023,18/07/2023,1,TRUE,TRUE,Require Both,"SubTask_0236144, SubTask_0236145",10.94305556,Closed Complete,18/07/2023,7/07/2023,Finance Operations Team,SR_Req_0985655,8
7/07/2023,18/07/2023,1,TRUE,FALSE,Require CSR,SubTask_0236230,10.70138889,Closed Complete,18/07/2023,7/07/2023,Finance Operations Team,SR_Req_0985993,8
7/07/2023,11/07/2023,1,TRUE,FALSE,Require CSR,SubTask_0236232,3.743055556,Closed Complete,11/07/2023,7/07/2023,Finance Operations Team,SR_Req_0986002,3
10/07/2023,24/07/2023,1,FALSE,FALSE,Require Neither,,14.09583333,Closed Complete,24/07/2023,10/07/2023,Finance Operations Team,SR_Req_0986155,11
10/07/2023,13/07/2023,1,TRUE,FALSE,Require CSR,"SubTask_0236388, SubTask_0236497",3.154861111,Closed Incomplete,13/07/2023,10/07/2023,Procurement Operations Team,SR_Req_0986453,4
11/07/2023,4/08/2023,1,FALSE,FALSE,Require Neither,SubTask_0236654,24.47638889,Closed Incomplete,4/08/2023,11/07/2023,Procurement Operations Team,SR_Req_0987025,19
11/07/2023,21/07/2023,1,FALSE,FALSE,Require Neither,,10.01666667,Closed Complete,21/07/2023,11/07/2023,Finance Operations Team,SR_Req_0987029,9
11/07/2023,21/07/2023,1,TRUE,TRUE,Require Both,"SubTask_0236598, SubTask_0236599",9.895833333,Closed Complete,21/07/2023,11/07/2023,Finance Operations Team,SR_Req_0987328,9
11/07/2023,25/08/2023,1,FALSE,FALSE,Require Neither,,44.83333333,Closed Complete,25/08/2023,11/07/2023,Finance Operations Team,SR_Req_0987459,34
11/07/2023,19/07/2023,1,TRUE,FALSE,Require CSR,SubTask_0236645,7.716666667,Closed Complete,19/07/2023,11/07/2023,Finance Operations Team,SR_Req_0987645,7
11/07/2023,19/07/2023,1,FALSE,TRUE,Require OH&S,SubTask_0236668,7.79375,Closed Incomplete,19/07/2023,11/07/2023,Procurement Operations Team,SR_Req_0987816,7
12/07/2023,21/07/2023,1,TRUE,FALSE,Require CSR,"SubTask_0236717, SubTask_0236879",8.948611111,Closed Complete,21/07/2023,12/07/2023,Finance Operations Team,SR_Req_0988039,8
12/07/2023,4/08/2023,1,FALSE,FALSE,Require Neither,,23.31597222,Closed Complete,4/08/2023,12/07/2023,Finance Operations Team,SR_Req_0988082,18
12/07/2023,30/08/2023,1,FALSE,FALSE,Require Neither,,48.95763889,Closed Complete,30/08/2023,12/07/2023,Finance Operations Team,SR_Req_0988088,36
12/07/2023,17/07/2023,1,FALSE,FALSE,Require Neither,,4.795138889,Closed Incomplete,17/07/2023,12/07/2023,Procurement Operations Team,SR_Req_0988343,4
12/07/2023,12/07/2023,1,TRUE,FALSE,Require CSR,SubTask_0236789,0.008333333,Closed Incomplete,17/07/2023,12/07/2023,Procurement Operations Team,SR_Req_0988357,1
12/07/2023,12/07/2023,1,FALSE,FALSE,Require Neither,,0.005555556,Closed Incomplete,12/07/2023,12/07/2023,Procurement Operations Team,SR_Req_0988474,1
12/07/2023,25/07/2023,1,TRUE,FALSE,Require CSR,SubTask_0236830,12.74652778,Closed Incomplete,25/07/2023,12/07/2023,Procurement Operations Team,SR_Req_0988519,10
13/07/2023,20/07/2023,1,TRUE,TRUE,Require Both,"SubTask_0236949, SubTask_0237339, SubTask_0236950",6.730555556,Closed Complete,20/07/2023,13/07/2023,Finance Operations Team,SR_Req_0989261,6
14/07/2023,20/07/2023,1,TRUE,TRUE,Require Both,"SubTask_0236979, SubTask_0237212, SubTask_0236980",6.49375,Closed Complete,20/07/2023,14/07/2023,Finance Operations Team,SR_Req_0989379,5
14/07/2023,11/09/2023,1,TRUE,FALSE,Require CSR,SubTask_0237003,58.96111111,Closed Complete,11/09/2023,14/07/2023,Finance Operations Team,SR_Req_0989443,42
14/07/2023,14/07/2023,1,TRUE,FALSE,Require CSR,SubTask_0237066,0.153472222,Closed Complete,14/07/2023,14/07/2023,Procurement Operations Team,SR_Req_0989500,1
14/07/2023,24/07/2023,1,TRUE,FALSE,Require CSR,SubTask_0237097,9.921527778,Closed Complete,24/07/2023,14/07/2023,Finance Operations Team,SR_Req_0989518,7
14/07/2023,31/07/2023,1,TRUE,FALSE,Require CSR,SubTask_0237124,16.92847222,Closed Complete,31/07/2023,14/07/2023,Finance Operations Team,SR_Req_0989624,12
14/07/2023,28/07/2023,1,TRUE,FALSE,Require CSR,"SubTask_0237157, SubTask_0237427",13.99583333,Closed Complete,28/07/2023,14/07/2023,Finance Operations Team,SR_Req_0989690,11
14/07/2023,1/08/2023,1,TRUE,FALSE,Require CSR,SubTask_0237215,17.95833333,Closed Incomplete,1/08/2023,14/07/2023,Procurement Operations Team,SR_Req_0989948,13
17/07/2023,24/08/2023,1,FALSE,TRUE,Require OH&S,SubTask_0237234,38.01111111,Closed Complete,24/08/2023,17/07/2023,Finance Operations Team,SR_Req_0990104,29
17/07/2023,20/07/2023,1,FALSE,FALSE,Require Neither,,3.025694444,Closed Complete,20/07/2023,17/07/2023,Finance Operations Team,SR_Req_0990129,4
17/07/2023,19/07/2023,1,TRUE,FALSE,Require CSR,SubTask_0237267,0.961805556,Closed Complete,19/07/2023,17/07/2023,Finance Operations Team,SR_Req_0990175,3
17/07/2023,20/07/2023,1,FALSE,FALSE,Require Neither,,2.859722222,Closed Complete,20/07/2023,17/07/2023,Finance Operations Team,SR_Req_0990520,4
18/07/2023,26/07/2023,1,TRUE,FALSE,Require CSR,SubTask_0237401,8.026388889,Closed Complete,26/07/2023,18/07/2023,Finance Operations Team,SR_Req_0991047,7
18/07/2023,21/07/2023,1,TRUE,FALSE,Require CSR,"SubTask_0237444, SubTask_0237509",2.899305556,Closed Complete,21/07/2023,18/07/2023,Finance Operations Team,SR_Req_0991307,4
18/07/2023,26/07/2023,1,FALSE,FALSE,Require Neither,,7.775694444,Closed Complete,26/07/2023,18/07/2023,Finance Operations Team,SR_Req_0991676,7
18/07/2023,3/08/2023,1,FALSE,FALSE,Require Neither,,15.70069444,Closed Complete,3/08/2023,18/07/2023,Finance Operations Team,SR_Req_0991740,13
18/07/2023,11/08/2023,1,TRUE,FALSE,Require CSR,SubTask_0237529,23.75277778,Closed Complete,11/08/2023,18/07/2023,Finance Operations Team,SR_Req_0991810,19
18/07/2023,19/07/2023,1,FALSE,FALSE,Require Neither,,0.555555556,Closed Incomplete,19/07/2023,18/07/2023,Procurement Operations Team,SR_Req_0991818,2
18/07/2023,27/07/2023,1,TRUE,FALSE,Require CSR,SubTask_0237533,8.655555556,Closed Skipped,1/08/2023,18/07/2023,Procurement Operations Team,SR_Req_0991843,8
18/07/2023,24/07/2023,1,FALSE,FALSE,Require Neither,,5.505555556,Closed Complete,24/07/2023,18/07/2023,Finance Operations Team,SR_Req_0991854,5
18/07/2023,24/07/2023,1,FALSE,TRUE,Require OH&S,SubTask_0237534,5.450694444,Closed Complete,24/07/2023,18/07/2023,Finance Operations Team,SR_Req_0991860,5
19/07/2023,4/08/2023,1,TRUE,FALSE,Require CSR,SubTask_0237559,16.32916667,Closed Complete,4/08/2023,19/07/2023,Finance Operations Team,SR_Req_0992032,13
19/07/2023,31/07/2023,1,FALSE,FALSE,Require Neither,,11.93055556,Closed Incomplete,31/07/2023,19/07/2023,Procurement Operations Team,SR_Req_0992141,9
19/07/2023,4/08/2023,1,FALSE,TRUE,Require OH&S,"SubTask_0237626, SubTask_0237618",16.08472222,Closed Complete,4/08/2023,19/07/2023,Finance Operations Team,SR_Req_0992474,13
19/07/2023,24/07/2023,1,FALSE,TRUE,Require OH&S,SubTask_0237639,4.777083333,Closed Complete,24/07/2023,19/07/2023,Finance Operations Team,SR_Req_0992505,4
19/07/2023,1/09/2023,1,TRUE,FALSE,Require CSR,"SubTask_0237646, SubTask_0237795",43.41041667,Closed Complete,1/09/2023,19/07/2023,Finance Operations Team,SR_Req_0993088,33
20/07/2023,24/08/2023,1,TRUE,FALSE,Require CSR,SubTask_0238429,35.14027778,Closed Complete,24/08/2023,20/07/2023,Finance Operations Team,SR_Req_0993099,26
20/07/2023,4/08/2023,1,TRUE,FALSE,Require CSR,"SubTask_0237648, SubTask_0237955",15.44861111,Closed Complete,4/08/2023,20/07/2023,Finance Operations Team,SR_Req_0993106,12
20/07/2023,4/09/2023,1,FALSE,FALSE,Require Neither,,45.96597222,Closed Complete,4/09/2023,20/07/2023,Finance Operations Team,SR_Req_0993206,33
20/07/2023,24/07/2023,1,FALSE,FALSE,Require Neither,,3.709722222,Closed Complete,24/07/2023,20/07/2023,Finance Operations Team,SR_Req_0993780,3
20/07/2023,25/07/2023,1,FALSE,FALSE,Require Neither,,4.736805556,Closed Complete,25/07/2023,20/07/2023,Finance Operations Team,SR_Req_0993806,4
20/07/2023,21/07/2023,1,FALSE,FALSE,Require Neither,,0.001388889,Closed Incomplete,21/07/2023,20/07/2023,Procurement Operations Team,SR_Req_0993816,2
20/07/2023,4/08/2023,1,FALSE,TRUE,Require OH&S,SubTask_0237826,14.81041667,Closed Incomplete,6/05/2024,20/07/2023,Procurement Operations Team,SR_Req_0994418,12
21/07/2023,27/07/2023,1,FALSE,FALSE,Require Neither,,6.004166667,Closed Complete,27/07/2023,21/07/2023,Finance Operations Team,SR_Req_0994479,5
21/07/2023,28/07/2023,1,TRUE,FALSE,Require CSR,SubTask_0237879,7.163194444,Closed Incomplete,28/07/2023,21/07/2023,Procurement Operations Team,SR_Req_0994684,6
21/07/2023,1/08/2023,1,FALSE,FALSE,Require Neither,,10.84027778,Closed Complete,1/08/2023,21/07/2023,Finance Operations Team,SR_Req_0994818,8
21/07/2023,25/07/2023,1,TRUE,FALSE,Require CSR,SubTask_0237917,3.75,Closed Complete,25/07/2023,21/07/2023,Finance Operations Team,SR_Req_0994988,3
24/07/2023,27/07/2023,1,TRUE,FALSE,Require CSR,"SubTask_0237974, SubTask_0238012",2.934027778,Closed Complete,27/07/2023,24/07/2023,Finance Operations Team,SR_Req_0996365,4
24/07/2023,5/09/2023,1,FALSE,FALSE,Require Neither,,42.95,Closed Complete,5/09/2023,24/07/2023,Finance Operations Team,SR_Req_0996389,32
24/07/2023,9/08/2023,1,TRUE,FALSE,Require CSR,SubTask_0238045,15.87013889,Closed Complete,9/08/2023,24/07/2023,Finance Operations Team,SR_Req_0996597,13
24/07/2023,28/08/2023,1,FALSE,FALSE,Require Neither,,34.73333333,Closed Complete,28/08/2023,24/07/2023,Finance Operations Team,SR_Req_0996889,26
25/07/2023,3/08/2023,1,FALSE,FALSE,Require Neither,,8.873611111,Closed Complete,3/08/2023,25/07/2023,Finance Operations Team,SR_Req_0997432,8
25/07/2023,31/07/2023,1,TRUE,FALSE,Require CSR,SubTask_0238260,5.859722222,Closed Complete,31/07/2023,25/07/2023,Finance Operations Team,SR_Req_0997524,5
25/07/2023,11/08/2023,1,FALSE,FALSE,Require Neither,,16.98958333,Closed Complete,11/08/2023,25/07/2023,Finance Operations Team,SR_Req_0997536,14
25/07/2023,9/08/2023,1,FALSE,TRUE,Require OH&S,SubTask_0238319,14.69027778,Closed Complete,9/08/2023,25/07/2023,Finance Operations Team,SR_Req_0997737,12
25/07/2023,1/08/2023,1,FALSE,FALSE,Require Neither,,6.684027778,Closed Complete,1/08/2023,25/07/2023,Finance Operations Team,SR_Req_0997756,6
25/07/2023,2/08/2023,1,FALSE,FALSE,Require Neither,,7.791666667,Closed Complete,2/08/2023,25/07/2023,Finance Operations Team,SR_Req_0997767,7
26/07/2023,31/07/2023,1,FALSE,FALSE,Require Neither,,5.034722222,Closed Complete,31/07/2023,26/07/2023,Finance Operations Team,SR_Req_0997930,4
26/07/2023,9/08/2023,1,FALSE,FALSE,Require Neither,,14.01527778,Closed Complete,9/08/2023,26/07/2023,Finance Operations Team,SR_Req_0997937,11
26/07/2023,1/08/2023,1,TRUE,FALSE,Require CSR,SubTask_0238411,6.032638889,Closed Skipped,1/08/2023,26/07/2023,Procurement Operations Team,SR_Req_0998189,5
26/07/2023,18/08/2023,1,FALSE,FALSE,Require Neither,,22.84166667,Closed Complete,18/08/2023,26/07/2023,Finance Operations Team,SR_Req_0998285,18
26/07/2023,7/08/2023,1,FALSE,FALSE,Require Neither,,11.98958333,Closed Incomplete,7/08/2023,26/07/2023,Procurement Operations Team,SR_Req_0998320,9
26/07/2023,24/08/2023,1,TRUE,FALSE,Require CSR,"SubTask_0238453, SubTask_0238548",28.625,Closed Complete,24/08/2023,26/07/2023,Finance Operations Team,SR_Req_0998508,22
26/07/2023,8/08/2023,1,TRUE,FALSE,Require CSR,SubTask_0238456,12.62986111,Closed Complete,8/08/2023,26/07/2023,Finance Operations Team,SR_Req_0998542,10
27/07/2023,8/08/2023,1,TRUE,FALSE,Require CSR,"SubTask_0238471, SubTask_0239246",12.02916667,Closed Complete,8/08/2023,27/07/2023,Finance Operations Team,SR_Req_0998645,9
27/07/2023,1/08/2023,1,FALSE,FALSE,Require Neither,,4.941666667,Closed Complete,1/08/2023,27/07/2023,Finance Operations Team,SR_Req_0998823,4
27/07/2023,27/07/2023,1,FALSE,FALSE,Require Neither,,0.114583333,Closed Skipped,27/07/2023,27/07/2023,Procurement Operations Team,SR_Req_0998962,1
28/07/2023,11/08/2023,1,TRUE,FALSE,Require CSR,"SubTask_0238568, SubTask_0238687",14.24930556,Closed Complete,11/08/2023,28/07/2023,Finance Operations Team,SR_Req_0999311,11
28/07/2023,7/09/2023,1,TRUE,FALSE,Require CSR,SubTask_0238591,41.14930556,Closed Complete,7/09/2023,28/07/2023,Finance Operations Team,SR_Req_0999447,30
28/07/2023,5/09/2023,1,TRUE,FALSE,Require CSR,SubTask_0238595,38.91875,Closed Complete,5/09/2023,28/07/2023,Finance Operations Team,SR_Req_0999518,28
28/07/2023,10/08/2023,1,FALSE,FALSE,Require Neither,SubTask_0238657,12.92291667,Closed Complete,10/08/2023,28/07/2023,Finance Operations Team,SR_Req_0999528,10
28/07/2023,4/08/2023,1,TRUE,FALSE,Require CSR,SubTask_0238598,7.111111111,Closed Incomplete,4/08/2023,28/07/2023,Procurement Operations Team,SR_Req_0999567,6
28/07/2023,4/08/2023,1,TRUE,FALSE,Require CSR,SubTask_0238602,6.885416667,Closed Skipped,4/08/2023,28/07/2023,Procurement Operations Team,SR_Req_0999608,6
28/07/2023,28/07/2023,1,FALSE,FALSE,Require Neither,,0.029861111,Closed Complete,28/07/2023,28/07/2023,Procurement Operations Team,SR_Req_0999623,1
29/07/2023,23/08/2023,1,TRUE,FALSE,Require CSR,"SubTask_0238669, SubTask_0239670",24.91458333,Closed Complete,23/08/2023,29/07/2023,Finance Operations Team,SR_Req_0999909,18
31/07/2023,22/08/2023,1,TRUE,TRUE,Require Both,"SubTask_0238672, SubTask_0238673",22.39027778,Closed Complete,22/08/2023,31/07/2023,Finance Operations Team,SR_Req_0999959,17
31/07/2023,3/08/2023,1,FALSE,FALSE,Require Neither,,2.771527778,Closed Complete,3/08/2023,31/07/2023,Finance Operations Team,SR_Req_1000489,4
31/07/2023,10/08/2023,1,TRUE,FALSE,Require CSR,SubTask_0238816,10.14236111,Closed Complete,10/08/2023,31/07/2023,Finance Operations Team,SR_Req_1000559,9
31/07/2023,9/08/2023,1,FALSE,FALSE,Require Neither,,8.831944444,Closed Complete,9/08/2023,31/07/2023,Finance Operations Team,SR_Req_1000693,8
31/07/2023,4/08/2023,1,TRUE,FALSE,Require CSR,"SubTask_0238849, SubTask_0239030",4.025694444,Closed Complete,4/08/2023,31/07/2023,Finance Operations Team,SR_Req_1000698,5
31/07/2023,22/08/2023,1,FALSE,TRUE,Require OH&S,SubTask_0238850,21.7,Closed Complete,22/08/2023,31/07/2023,Finance Operations Team,SR_Req_1000703,17
1/08/2023,22/08/2023,1,TRUE,TRUE,Require Both,"SubTask_0238871, SubTask_0239088, SubTask_0238872",21.03194444,Closed Complete,22/08/2023,1/08/2023,Finance Operations Team,SR_Req_1001296,16
1/08/2023,4/08/2023,1,FALSE,TRUE,Require OH&S,SubTask_0238874,2.940972222,Closed Incomplete,23/10/2023,1/08/2023,Procurement Operations Team,SR_Req_1001308,4
1/08/2023,4/08/2023,1,FALSE,FALSE,Require Neither,,3.330555556,Closed Complete,4/08/2023,1/08/2023,Finance Operations Team,SR_Req_1001327,4
1/08/2023,30/08/2023,1,TRUE,FALSE,Require CSR,SubTask_0238903,29.09444444,Closed Complete,30/08/2023,1/08/2023,Finance Operations Team,SR_Req_1001405,22
1/08/2023,8/08/2023,1,TRUE,FALSE,Require CSR,SubTask_0238914,6.879166667,Closed Complete,8/08/2023,1/08/2023,Finance Operations Team,SR_Req_1001518,6
1/08/2023,25/08/2023,1,TRUE,TRUE,Require Both,"SubTask_0238950, SubTask_0239033, SubTask_0238951",23.72430556,Closed Complete,25/08/2023,1/08/2023,Service Connect Team,SR_Req_1001721,19
1/08/2023,11/08/2023,1,FALSE,FALSE,Require Neither,,10.11597222,Closed Complete,11/08/2023,1/08/2023,Finance Operations Team,SR_Req_1001791,9
2/08/2023,12/09/2023,1,FALSE,FALSE,Require Neither,,41.11527778,Closed Complete,12/09/2023,2/08/2023,Finance Operations Team,SR_Req_1001956,30
2/08/2023,4/08/2023,1,FALSE,FALSE,Require Neither,,2.347222222,Closed Complete,4/08/2023,2/08/2023,Finance Operations Team,SR_Req_1002064,3
2/08/2023,9/08/2023,1,TRUE,FALSE,Require CSR,"SubTask_0239038, SubTask_0239067",7.019444444,Closed Complete,9/08/2023,2/08/2023,Finance Operations Team,SR_Req_1002080,6
2/08/2023,18/08/2023,1,TRUE,FALSE,Require CSR,SubTask_0239180,15.71875,Closed Complete,18/08/2023,2/08/2023,Finance Operations Team,SR_Req_1002480,13
2/08/2023,4/08/2023,1,TRUE,FALSE,Require CSR,SubTask_0239192,0.497916667,Closed Incomplete,4/08/2023,2/08/2023,Procurement Operations Team,SR_Req_1002632,3
2/08/2023,18/08/2023,1,TRUE,FALSE,Require CSR,SubTask_0239193,15.45555556,Closed Complete,18/08/2023,2/08/2023,Finance Operations Team,SR_Req_1002639,13
3/08/2023,21/08/2023,1,FALSE,FALSE,Require Neither,,18.38888889,Closed Complete,21/08/2023,3/08/2023,Finance Operations Team,SR_Req_1002643,13
3/08/2023,4/08/2023,1,FALSE,FALSE,Require Neither,,0.313888889,Closed Complete,4/08/2023,3/08/2023,Finance Operations Team,SR_Req_1002790,2
3/08/2023,22/08/2023,1,FALSE,TRUE,Require OH&S,SubTask_0239222,18.98333333,Closed Complete,22/08/2023,3/08/2023,Finance Operations Team,SR_Req_1002816,14
3/08/2023,4/08/2023,1,FALSE,TRUE,Require OH&S,SubTask_0239223,0.019444444,Closed Incomplete,23/10/2023,3/08/2023,Procurement Operations Team,SR_Req_1002830,2
3/08/2023,15/08/2023,1,FALSE,FALSE,Require Neither,,11.45486111,Closed Complete,15/08/2023,3/08/2023,Finance Operations Team,SR_Req_1003237,9
4/08/2023,11/08/2023,1,FALSE,FALSE,Require Neither,,7.380555556,Closed Complete,11/08/2023,4/08/2023,Finance Operations Team,SR_Req_1003243,6
4/08/2023,29/08/2023,1,TRUE,FALSE,Require CSR,SubTask_0239431,24.90347222,Closed Complete,29/08/2023,4/08/2023,Finance Operations Team,SR_Req_1003485,18
4/08/2023,24/08/2023,1,FALSE,FALSE,Require Neither,,20.15763889,Closed Complete,24/08/2023,4/08/2023,Finance Operations Team,SR_Req_1003537,15
4/08/2023,28/08/2023,1,TRUE,FALSE,Require CSR,SubTask_0239451,23.92361111,Closed Complete,28/08/2023,4/08/2023,Finance Operations Team,SR_Req_1003634,17
6/08/2023,14/08/2023,1,FALSE,TRUE,Require OH&S,SubTask_0239521,7.722222222,Closed Skipped,24/04/2024,6/08/2023,Procurement Operations Team,SR_Req_1003871,6
6/08/2023,17/08/2023,1,FALSE,TRUE,Require OH&S,SubTask_0239522,10.80486111,Closed Skipped,28/08/2023,6/08/2023,Procurement Operations Team,SR_Req_1003876,9
7/08/2023,17/08/2023,1,TRUE,FALSE,Require CSR,SubTask_0239551,10.22361111,Closed Incomplete,17/08/2023,7/08/2023,Procurement Operations Team,SR_Req_1004005,9
7/08/2023,24/08/2023,1,TRUE,FALSE,Require CSR,"SubTask_0239557, SubTask_0239575",17.10277778,Closed Complete,24/08/2023,7/08/2023,Finance Operations Team,SR_Req_1004025,14
7/08/2023,18/08/2023,1,FALSE,FALSE,Require Neither,,10.91666667,Closed Complete,18/08/2023,7/08/2023,Finance Operations Team,SR_Req_1004078,10
7/08/2023,30/08/2023,1,FALSE,FALSE,Require Neither,,22.94861111,Closed Complete,30/08/2023,7/08/2023,Finance Operations Team,SR_Req_1004089,18
7/08/2023,15/08/2023,1,TRUE,FALSE,Require CSR,SubTask_0239585,8.006944444,Closed Incomplete,15/08/2023,7/08/2023,Procurement Operations Team,SR_Req_1004199,7
7/08/2023,17/08/2023,1,TRUE,FALSE,Require CSR,SubTask_0239603,9.836111111,Closed Complete,17/08/2023,7/08/2023,Finance Operations Team,SR_Req_1004342,9
7/08/2023,8/08/2023,1,TRUE,FALSE,Require CSR,SubTask_0239606,0.899305556,Closed Incomplete,8/08/2023,7/08/2023,Procurement Operations Team,SR_Req_1004354,2
7/08/2023,11/08/2023,1,TRUE,FALSE,Require CSR,SubTask_0239647,3.809722222,Closed Complete,11/08/2023,7/08/2023,Finance Operations Team,SR_Req_1004523,5
7/08/2023,8/08/2023,1,TRUE,FALSE,Require CSR,SubTask_0239675,0.74375,Closed Complete,8/08/2023,7/08/2023,Procurement Operations Team,SR_Req_1004562,2
8/08/2023,24/08/2023,1,TRUE,FALSE,Require CSR,SubTask_0239678,16.225,Closed Complete,24/08/2023,8/08/2023,Finance Operations Team,SR_Req_1004636,13
8/08/2023,10/08/2023,1,FALSE,FALSE,Require Neither,,2.20625,Closed Complete,10/08/2023,8/08/2023,Finance Operations Team,SR_Req_1004748,3
8/08/2023,29/08/2023,1,TRUE,FALSE,Require CSR,"SubTask_0239736, SubTask_0240089",20.89583333,Closed Complete,29/08/2023,8/08/2023,Finance Operations Team,SR_Req_1004921,16
8/08/2023,15/08/2023,1,TRUE,FALSE,Require CSR,SubTask_0239739,6.920833333,Closed Complete,15/08/2023,8/08/2023,Finance Operations Team,SR_Req_1004942,6
8/08/2023,17/08/2023,1,FALSE,FALSE,Require Neither,,9.139583333,Closed Incomplete,17/08/2023,8/08/2023,Procurement Operations Team,SR_Req_1005032,8
8/08/2023,17/08/2023,1,FALSE,FALSE,Require Neither,,8.854166667,Closed Incomplete,17/08/2023,8/08/2023,Procurement Operations Team,SR_Req_1005160,8
8/08/2023,14/08/2023,1,FALSE,FALSE,Require Neither,,5.789583333,Closed Complete,14/08/2023,8/08/2023,Finance Operations Team,SR_Req_1005179,5
8/08/2023,17/08/2023,1,FALSE,FALSE,Require Neither,,8.833333333,Closed Incomplete,17/08/2023,8/08/2023,Procurement Operations Team,SR_Req_1005191,8
