sys_created_on,opened_at,closed_at,Assigned to,assignment_group,business_duration,Closed_by,number,Opened_by,Request,state,sys_updated_on,approval,Working_Turn_Around_Days
1/06/2023,1/06/2023,6/05/2024,HR Officer #7,OH&S Team,2349.55,HR Officer #7,SubTask_0229874,,SR_Req_0968265,Closed Complete,6/05/2024,Rejected,236
1/06/2023,1/06/2023,6/06/2023,HR Officer #1,OH&S Team,0,Procurement Specialist #2,SubTask_0229876,,SR_Req_0968273,Closed Complete,6/06/2023,Rejected,4
1/06/2023,1/06/2023,2/06/2023,Procurement Specialist #2,Procurement Operations Team,8,Procurement Specialist #2,SubTask_0229912,,SR_Req_0968394,Closed Complete,2/06/2023,Not Yet Requested,2
1/06/2023,1/06/2023,5/06/2023,Procurement Specialist #4,Procurement Operations Team,16,Procurement Specialist #4,SubTask_0229920,,SR_Req_0968414,Closed Complete,5/06/2023,Not Yet Requested,3
2/06/2023,2/06/2023,5/06/2023,Procurement Specialist #3,Procurement Operations Team,8,Procurement Specialist #3,SubTask_0230039,,SR_Req_0968766,Closed Complete,5/06/2023,Not Yet Requested,2
2/06/2023,2/06/2023,16/06/2023,Procurement Specialist #3,Procurement Operations Team,80,Procurement Specialist #3,SubTask_0230084,,SR_Req_0968818,Closed Complete,16/06/2023,Not Yet Requested,10
3/06/2023,3/06/2023,5/06/2023,Procurement Specialist #3,Procurement Operations Team,8,Procurement Specialist #3,SubTask_0230111,,SR_Req_0968930,Closed Complete,5/06/2023,Not Yet Requested,1
4/06/2023,4/06/2023,5/06/2023,Procurement Specialist #3,Procurement Operations Team,8,Procurement Specialist #3,SubTask_0230120,,SR_Req_0968958,Closed Complete,5/06/2023,Not Yet Requested,1
5/06/2023,5/06/2023,5/06/2023,Procurement Specialist #3,Procurement Operations Team,0.033333333,Procurement Specialist #3,SubTask_0230158,,SR_Req_0969051,Closed Complete,5/06/2023,Not Yet Requested,1
5/06/2023,5/06/2023,6/06/2023,Category Manager #3,Category Management Team,8.466666667,Category Manager #3,SubTask_0230179,Procurement Specialist #3,SR_Req_0967449,Closed Complete,6/06/2023,Not Yet Requested,2
5/06/2023,5/06/2023,13/06/2023,Category Manager #3,Category Management Team,48,Category Manager #3,SubTask_0230241,Procurement Specialist #3,SR_Req_0967225,Closed Complete,13/06/2023,Not Yet Requested,6
5/06/2023,5/06/2023,5/06/2023,Procurement Specialist #4,Procurement Operations Team,0,Procurement Specialist #4,SubTask_0230250,,SR_Req_0969331,Closed Complete,5/06/2023,Not Yet Requested,1
5/06/2023,5/06/2023,15/06/2023,HR Officer #5,OH&S Team,64,Procurement Specialist #4,SubTask_0230251,,SR_Req_0969331,Closed Complete,15/06/2023,Approved,8
5/06/2023,5/06/2023,5/06/2023,Procurement Specialist #3,Procurement Operations Team,0,Procurement Specialist #3,SubTask_0230276,,SR_Req_0969367,Closed Complete,5/06/2023,Not Yet Requested,1
5/06/2023,5/06/2023,23/06/2023,HR Officer #5,OH&S Team,111.7166667,Procurement Specialist #4,SubTask_0230277,,SR_Req_0969367,Closed Complete,23/06/2023,Approved,14
5/06/2023,5/06/2023,6/06/2023,Category Manager #3,Category Management Team,8,Category Manager #3,SubTask_0230279,Procurement Specialist #3,SR_Req_0967714,Closed Complete,6/06/2023,Not Yet Requested,2
5/06/2023,5/06/2023,6/06/2023,Category Manager #2,Category Management Team,8,Procurement Specialist #2,SubTask_0230357,Procurement Specialist #2,SR_Req_0967671,Closed Complete,6/06/2023,Not Yet Requested,2
5/06/2023,5/06/2023,5/06/2023,Procurement Specialist #4,Procurement Operations Team,0,Procurement Specialist #4,SubTask_0230376,,SR_Req_0969563,Closed Complete,5/06/2023,Not Yet Requested,1
5/06/2023,5/06/2023,6/06/2023,Category Manager #3,Category Management Team,8,Category Manager #3,SubTask_0230394,Procurement Specialist #4,SR_Req_0969331,Closed Complete,6/06/2023,Not Yet Requested,2
5/06/2023,5/06/2023,7/06/2023,Category Manager #6,Category Management Team,16,Procurement Specialist #4,SubTask_0230404,Procurement Specialist #3,SR_Req_0969367,Closed Complete,7/06/2023,Not Yet Requested,3
6/06/2023,6/06/2023,6/06/2023,Procurement Specialist #4,Procurement Operations Team,0.25,Procurement Specialist #4,SubTask_0230453,,SR_Req_0969831,Closed Complete,6/06/2023,Not Yet Requested,1
6/06/2023,6/06/2023,8/06/2023,HR Officer #5,OH&S Team,16.25,Procurement Specialist #4,SubTask_0230454,,SR_Req_0969831,Closed Complete,8/06/2023,Approved,3
6/06/2023,6/06/2023,9/06/2023,Procurement Specialist #4,Procurement Operations Team,0,Procurement Specialist #4,SubTask_0230474,,SR_Req_0969946,Closed Complete,9/06/2023,Not Yet Requested,4
6/06/2023,6/06/2023,6/06/2023,Procurement Specialist #4,Procurement Operations Team,0,Procurement Specialist #4,SubTask_0230515,,SR_Req_0970204,Closed Complete,6/06/2023,Not Yet Requested,1
7/06/2023,7/06/2023,7/06/2023,Procurement Specialist #4,Procurement Operations Team,8,Procurement Specialist #4,SubTask_0230529,,SR_Req_0970321,Closed Complete,7/06/2023,Not Yet Requested,1
7/06/2023,7/06/2023,7/06/2023,HR Officer #1,OH&S Team,0.833333333,Procurement Specialist #2,SubTask_0230553,,SR_Req_0970409,Closed Complete,7/06/2023,Approved,1
7/06/2023,7/06/2023,7/06/2023,Procurement Specialist #2,Procurement Operations Team,0,Procurement Specialist #2,SubTask_0230620,,SR_Req_0970719,Closed Complete,7/06/2023,Not Yet Requested,1
7/06/2023,7/06/2023,8/06/2023,Procurement Specialist #4,Procurement Operations Team,6.85,Procurement Specialist #4,SubTask_0230697,,SR_Req_0970917,Closed Complete,8/06/2023,Not Yet Requested,2
7/06/2023,7/06/2023,3/07/2023,HR Officer #5,OH&S Team,142.7,Procurement Specialist #4,SubTask_0230698,,SR_Req_0970924,Closed Complete,3/07/2023,Rejected,18
8/06/2023,8/06/2023,8/06/2023,Procurement Specialist #4,Procurement Operations Team,4.983333333,Procurement Specialist #4,SubTask_0230701,,SR_Req_0970943,Closed Complete,8/06/2023,Not Yet Requested,1
8/06/2023,8/06/2023,14/06/2023,Category Manager #1,Category Management Team,9.05,Procurement Specialist #4,SubTask_0230735,Procurement Specialist #4,SR_Req_0970917,Closed Complete,14/06/2023,Not Yet Requested,4
8/06/2023,8/06/2023,13/06/2023,HR Officer #1,OH&S Team,0,Procurement Specialist #2,SubTask_0230794,,SR_Req_0971066,Closed Complete,13/06/2023,Approved,3
8/06/2023,8/06/2023,13/06/2023,Procurement Specialist #3,Procurement Operations Team,22.63333333,Procurement Specialist #3,SubTask_0230924,,SR_Req_0971200,Closed Complete,13/06/2023,Not Yet Requested,3
8/06/2023,8/06/2023,8/06/2023,Category Manager #3,Category Management Team,0,Category Manager #3,SubTask_0230932,Procurement Specialist #3,SR_Req_0960987,Closed Complete,8/06/2023,Not Yet Requested,1
8/06/2023,8/06/2023,8/06/2023,Category Manager #5,Category Management Team,0,Procurement Specialist #4,SubTask_0230922,Procurement Specialist #4,SR_Req_0969831,Closed Complete,8/06/2023,Not Yet Requested,1
8/06/2023,8/06/2023,22/06/2023,Procurement Specialist #5,Procurement Operations Team,79.11666667,Procurement Specialist #5,SubTask_0230960,,SR_Req_0971327,Closed Complete,22/06/2023,Not Yet Requested,10
8/06/2023,8/06/2023,14/06/2023,Procurement Specialist #4,Procurement Operations Team,8,Procurement Specialist #4,SubTask_0230962,Procurement Specialist #4,SR_Req_0969563,Closed Complete,14/06/2023,Not Yet Requested,4
8/06/2023,8/06/2023,9/06/2023,Category Manager #2,Category Management Team,8,Category Manager #2,SubTask_0230979,Procurement Specialist #4,SR_Req_0970204,Closed Complete,13/06/2023,Not Yet Requested,2
9/06/2023,9/06/2023,13/06/2023,Procurement Specialist #3,Procurement Operations Team,16.51666667,Procurement Specialist #3,SubTask_0231050,,SR_Req_0971627,Closed Complete,13/06/2023,Not Yet Requested,2
9/06/2023,9/06/2023,16/06/2023,Procurement Specialist #2,Procurement Operations Team,16,Procurement Specialist #3,SubTask_0231105,,SR_Req_0971886,Closed Complete,16/06/2023,Not Yet Requested,5
10/06/2023,10/06/2023,13/06/2023,Procurement Specialist #3,Procurement Operations Team,16,Procurement Specialist #3,SubTask_0231146,,SR_Req_0972067,Closed Complete,13/06/2023,Not Yet Requested,1
12/06/2023,12/06/2023,22/06/2023,Procurement Specialist #4,Procurement Operations Team,64,Procurement Specialist #4,SubTask_0231165,,SR_Req_0972229,Closed Complete,22/06/2023,Not Yet Requested,8
13/06/2023,13/06/2023,13/06/2023,Procurement Specialist #4,Procurement Operations Team,0,Procurement Specialist #4,SubTask_0231364,,SR_Req_0972559,Closed Complete,13/06/2023,Not Yet Requested,1
13/06/2023,13/06/2023,13/06/2023,Category Manager #6,Category Management Team,0,Procurement Specialist #4,SubTask_0231361,Procurement Specialist #4,SR_Req_0966100,Closed Complete,13/06/2023,Not Yet Requested,1
13/06/2023,13/06/2023,13/06/2023,Procurement Specialist #4,Procurement Operations Team,0,Procurement Specialist #4,SubTask_0231397,,SR_Req_0972622,Closed Complete,13/06/2023,Not Yet Requested,1
13/06/2023,13/06/2023,14/06/2023,Procurement Specialist #4,Procurement Operations Team,8,Procurement Specialist #4,SubTask_0231437,,SR_Req_0972687,Closed Complete,14/06/2023,Not Yet Requested,2
13/06/2023,13/06/2023,26/06/2023,HR Officer #5,OH&S Team,70.41666667,Procurement Specialist #4,SubTask_0231438,,SR_Req_0972687,Closed Complete,26/06/2023,Approved,10
13/06/2023,13/06/2023,16/06/2023,Procurement Specialist #3,Procurement Operations Team,0,Procurement Specialist #3,SubTask_0231461,,SR_Req_0972740,Closed Complete,16/06/2023,Not Yet Requested,4
13/06/2023,13/06/2023,14/06/2023,Procurement Specialist #4,Procurement Operations Team,8,Procurement Specialist #4,SubTask_0231556,,SR_Req_0972902,Closed Complete,14/06/2023,Not Yet Requested,2
14/06/2023,14/06/2023,21/06/2023,Procurement Specialist #4,Procurement Operations Team,18.85,Procurement Specialist #4,SubTask_0231559,,SR_Req_0972934,Closed Complete,21/06/2023,Not Yet Requested,6
14/06/2023,14/06/2023,14/06/2023,Category Manager #6,Category Management Team,0,Procurement Specialist #4,SubTask_0231622,Procurement Specialist #4,SR_Req_0972687,Closed Complete,14/06/2023,Not Yet Requested,1
14/06/2023,14/06/2023,15/06/2023,Procurement Specialist #2,Procurement Operations Team,8,Procurement Specialist #2,SubTask_0231652,,SR_Req_0973152,Closed Complete,15/06/2023,Not Yet Requested,2
14/06/2023,14/06/2023,14/06/2023,Procurement Specialist #4,Procurement Operations Team,0,Procurement Specialist #4,SubTask_0231665,,SR_Req_0973245,Closed Complete,14/06/2023,Not Yet Requested,1
14/06/2023,14/06/2023,15/06/2023,Procurement Specialist #2,Procurement Operations Team,7.766666667,Procurement Specialist #2,SubTask_0231710,,SR_Req_0973386,Closed Complete,15/06/2023,Not Yet Requested,2
14/06/2023,14/06/2023,15/06/2023,Procurement Specialist #2,Procurement Operations Team,8,Procurement Specialist #2,SubTask_0231712,,SR_Req_0973396,Closed Complete,15/06/2023,Not Yet Requested,2
14/06/2023,14/06/2023,16/06/2023,Procurement Specialist #2,Procurement Operations Team,16,Procurement Specialist #2,SubTask_0231713,,SR_Req_0973399,Closed Complete,16/06/2023,Not Yet Requested,3
14/06/2023,14/06/2023,16/06/2023,Procurement Specialist #4,Procurement Operations Team,16,Procurement Specialist #4,SubTask_0231734,,SR_Req_0973509,Closed Complete,16/06/2023,Not Yet Requested,3
15/06/2023,15/06/2023,15/06/2023,Procurement Specialist #4,Procurement Operations Team,0,Procurement Specialist #4,SubTask_0231780,,SR_Req_0973730,Closed Complete,15/06/2023,Not Yet Requested,1
15/06/2023,15/06/2023,15/06/2023,Procurement Specialist #4,Procurement Operations Team,0,Procurement Specialist #4,SubTask_0231803,,SR_Req_0973944,Closed Complete,15/06/2023,Not Yet Requested,1
15/06/2023,15/06/2023,21/06/2023,Procurement Specialist #4,Procurement Operations Team,8,Procurement Specialist #4,SubTask_0231827,,SR_Req_0974077,Closed Complete,21/06/2023,Not Yet Requested,5
15/06/2023,15/06/2023,23/06/2023,HR Officer #5,OH&S Team,23.71666667,Procurement Specialist #4,SubTask_0231828,,SR_Req_0974103,Closed Complete,23/06/2023,Approved,7
16/06/2023,16/06/2023,6/05/2024,HR Officer #7,OH&S Team,2247,HR Officer #7,SubTask_0231829,,SR_Req_0974110,Closed Complete,6/05/2024,Rejected,226
16/06/2023,16/06/2023,6/05/2024,HR Officer #7,OH&S Team,2247,HR Officer #7,SubTask_0231830,,SR_Req_0974112,Closed Complete,6/05/2024,Rejected,226
16/06/2023,16/06/2023,26/06/2023,HR Officer #5,OH&S Team,48.2,Procurement Specialist #4,SubTask_0232018,,SR_Req_0974272,Closed Complete,26/06/2023,Approved,7
16/06/2023,16/06/2023,11/07/2023,Category Manager #1,Category Management Team,168.4666667,Procurement Specialist #5,SubTask_0232102,Procurement Specialist #5,SR_Req_0971327,Closed Complete,11/07/2023,Not Yet Requested,18
19/06/2023,19/06/2023,20/06/2023,HR Officer #5,OH&S Team,7.416666667,HR Officer #5,SubTask_0232197,,SR_Req_0974836,Closed Complete,20/06/2023,Rejected,2
19/06/2023,19/06/2023,19/06/2023,Category Manager #6,Category Management Team,0.133333333,Category Manager #6,SubTask_0232204,Procurement Specialist #3,SR_Req_0974836,Closed Complete,19/06/2023,Not Yet Requested,1
19/06/2023,19/06/2023,19/06/2023,Procurement Specialist #4,Procurement Operations Team,0,Procurement Specialist #4,SubTask_0232261,,SR_Req_0974981,Closed Complete,19/06/2023,Not Yet Requested,1
19/06/2023,19/06/2023,20/06/2023,Procurement Specialist #4,Procurement Operations Team,8,Procurement Specialist #4,SubTask_0232270,,SR_Req_0975032,Closed Complete,20/06/2023,Not Yet Requested,2
19/06/2023,19/06/2023,19/06/2023,Procurement Specialist #4,Procurement Operations Team,0,Procurement Specialist #4,SubTask_0232370,,SR_Req_0975342,Closed Complete,19/06/2023,Not Yet Requested,1
21/06/2023,21/06/2023,21/06/2023,Procurement Specialist #5,Procurement Operations Team,0,Procurement Specialist #5,SubTask_0233392,,SR_Req_0976684,Closed Complete,21/06/2023,Not Yet Requested,1
21/06/2023,21/06/2023,26/06/2023,Category Manager #3,Category Management Team,0,Category Manager #3,SubTask_0233415,Procurement Specialist #5,SR_Req_0976684,Closed Complete,26/06/2023,Not Yet Requested,4
21/06/2023,21/06/2023,22/06/2023,Procurement Specialist #4,Procurement Operations Team,8,Procurement Specialist #4,SubTask_0233432,,SR_Req_0976840,Closed Complete,22/06/2023,Not Yet Requested,2
21/06/2023,21/06/2023,27/06/2023,Procurement Specialist #4,Procurement Operations Team,8,Procurement Specialist #4,SubTask_0233462,,SR_Req_0976953,Closed Complete,27/06/2023,Not Yet Requested,5
21/06/2023,21/06/2023,29/06/2023,Category Manager #3,Category Management Team,48,Category Manager #3,SubTask_0233478,Procurement Specialist #4,SR_Req_0974077,Closed Complete,29/06/2023,Not Yet Requested,7
22/06/2023,22/06/2023,22/06/2023,Procurement Specialist #4,Procurement Operations Team,0,Procurement Specialist #4,SubTask_0233621,,SR_Req_0977403,Closed Complete,22/06/2023,Not Yet Requested,1
22/06/2023,22/06/2023,23/06/2023,Procurement Specialist #5,Procurement Operations Team,8,Procurement Specialist #5,SubTask_0233626,,SR_Req_0977457,Closed Complete,23/06/2023,Not Yet Requested,2
22/06/2023,22/06/2023,22/06/2023,Procurement Specialist #4,Procurement Operations Team,0,Procurement Specialist #4,SubTask_0233629,,SR_Req_0977482,Closed Complete,22/06/2023,Not Yet Requested,1
22/06/2023,22/06/2023,6/07/2023,Procurement Specialist #5,Procurement Operations Team,95.93333333,Procurement Specialist #5,SubTask_0233680,,SR_Req_0977638,Closed Complete,6/07/2023,Not Yet Requested,11
23/06/2023,23/06/2023,28/06/2023,Procurement Specialist #5,Procurement Operations Team,0,Procurement Specialist #5,SubTask_0233841,,SR_Req_0977856,Closed Complete,28/06/2023,Not Yet Requested,4
23/06/2023,23/06/2023,23/06/2023,Procurement Specialist #5,Procurement Operations Team,0,Procurement Specialist #5,SubTask_0233850,,SR_Req_0977914,Closed Complete,23/06/2023,Not Yet Requested,1
23/06/2023,23/06/2023,23/06/2023,Procurement Specialist #3,Procurement Operations Team,0,Procurement Specialist #3,SubTask_0233873,,SR_Req_0978066,Closed Complete,23/06/2023,Not Yet Requested,1
25/06/2023,25/06/2023,29/06/2023,Procurement Specialist #4,Procurement Operations Team,8,Procurement Specialist #4,SubTask_0233881,,SR_Req_0978654,Closed Complete,29/06/2023,Not Yet Requested,4
26/06/2023,26/06/2023,27/06/2023,HR Officer #5,OH&S Team,6.15,Procurement Specialist #5,SubTask_0233966,,SR_Req_0979068,Closed Complete,27/06/2023,Approved,2
26/06/2023,26/06/2023,27/06/2023,Procurement Specialist #4,Procurement Operations Team,8,Procurement Specialist #4,SubTask_0233965,,SR_Req_0979068,Closed Complete,27/06/2023,Not Yet Requested,2
26/06/2023,26/06/2023,7/07/2023,Procurement Specialist #4,Procurement Operations Team,89.08333333,Procurement Specialist #4,SubTask_0234126,,SR_Req_0979356,Closed Complete,7/07/2023,Not Yet Requested,10
27/06/2023,27/06/2023,3/07/2023,Procurement Specialist #4,Procurement Operations Team,8.95,Procurement Specialist #4,SubTask_0234169,,SR_Req_0979452,Closed Complete,3/07/2023,Not Yet Requested,5
27/06/2023,27/06/2023,27/06/2023,Procurement Specialist #5,Procurement Operations Team,0,Procurement Specialist #5,SubTask_0234192,,SR_Req_0979517,Closed Complete,27/06/2023,Not Yet Requested,1
27/06/2023,27/06/2023,27/06/2023,Procurement Specialist #5,Procurement Operations Team,0,Procurement Specialist #5,SubTask_0234195,,SR_Req_0979537,Closed Complete,27/06/2023,Not Yet Requested,1
27/06/2023,27/06/2023,29/06/2023,Category Manager #3,Category Management Team,16,Category Manager #3,SubTask_0234332,Procurement Specialist #5,SR_Req_0977856,Closed Complete,29/06/2023,Not Yet Requested,3
27/06/2023,27/06/2023,3/07/2023,Procurement Specialist #5,Procurement Operations Team,8,Procurement Specialist #5,SubTask_0234338,,SR_Req_0979956,Closed Complete,3/07/2023,Not Yet Requested,5
27/06/2023,27/06/2023,6/05/2024,HR Officer #7,OH&S Team,2167.833333,HR Officer #7,SubTask_0234339,,SR_Req_0979956,Closed Complete,6/05/2024,Rejected,219
27/06/2023,27/06/2023,29/06/2023,Category Manager #1,Category Management Team,15.1,Procurement Specialist #4,SubTask_0234345,Procurement Specialist #4,SR_Req_0979356,Closed Complete,29/06/2023,Not Yet Requested,3
28/06/2023,28/06/2023,18/07/2023,HR Officer #5,OH&S Team,139.4833333,Procurement Specialist #4,SubTask_0234397,,SR_Req_0980116,Closed Complete,18/07/2023,Rejected,15
28/06/2023,28/06/2023,30/06/2023,Procurement Specialist #4,Procurement Operations Team,16,Procurement Specialist #4,SubTask_0234442,,SR_Req_0980186,Closed Complete,30/06/2023,Not Yet Requested,3
28/06/2023,28/06/2023,28/06/2023,Procurement Specialist #4,Procurement Operations Team,0,Procurement Specialist #4,SubTask_0234522,,SR_Req_0980359,Closed Complete,28/06/2023,Not Yet Requested,1
28/06/2023,28/06/2023,7/07/2023,Procurement Specialist #5,Procurement Operations Team,63.68333333,Procurement Specialist #5,SubTask_0234571,,SR_Req_0980471,Closed Complete,7/07/2023,Not Yet Requested,8
28/06/2023,28/06/2023,7/07/2023,HR Officer #5,OH&S Team,64.4,Procurement Specialist #5,SubTask_0234572,,SR_Req_0980471,Closed Complete,7/07/2023,Rejected,8
28/06/2023,28/06/2023,29/06/2023,Category Manager #3,Category Management Team,8,Category Manager #3,SubTask_0234581,Procurement Specialist #4,SR_Req_0980359,Closed Complete,29/06/2023,Not Yet Requested,2
29/06/2023,29/06/2023,30/06/2023,Procurement Specialist #4,Procurement Operations Team,8,Procurement Specialist #4,SubTask_0234698,,SR_Req_0980889,Closed Complete,30/06/2023,Not Yet Requested,2
29/06/2023,29/06/2023,29/06/2023,Procurement Specialist #4,Procurement Operations Team,0,Procurement Specialist #4,SubTask_0234719,,SR_Req_0981021,Closed Complete,29/06/2023,Not Yet Requested,1
29/06/2023,29/06/2023,23/10/2023,HR Officer #5,OH&S Team,809.1666667,HR Officer #5,SubTask_0234720,,SR_Req_0981021,Closed Complete,23/10/2023,Rejected,83
30/06/2023,30/06/2023,6/07/2023,Procurement Specialist #4,Procurement Operations Team,13.86666667,Procurement Specialist #4,SubTask_0234899,,SR_Req_0981560,Closed Complete,6/07/2023,Not Yet Requested,5
30/06/2023,30/06/2023,3/07/2023,Procurement Specialist #5,Procurement Operations Team,7.466666667,Procurement Specialist #5,SubTask_0234978,,SR_Req_0981674,Closed Complete,3/07/2023,Not Yet Requested,2
30/06/2023,30/06/2023,4/07/2023,Procurement Specialist #5,Procurement Operations Team,15.43333333,Procurement Specialist #5,SubTask_0235057,,SR_Req_0981739,Closed Complete,4/07/2023,Not Yet Requested,3
30/06/2023,30/06/2023,5/07/2023,Procurement Specialist #4,Procurement Operations Team,0,Procurement Specialist #4,SubTask_0235106,,SR_Req_0981771,Closed Complete,5/07/2023,Not Yet Requested,4
2/07/2023,2/07/2023,5/07/2023,Procurement Specialist #5,Procurement Operations Team,0,Procurement Specialist #5,SubTask_0235383,,SR_Req_0982682,Closed Complete,5/07/2023,Not Yet Requested,3
3/07/2023,3/07/2023,7/07/2023,Category Manager #2,Category Management Team,20,Procurement Specialist #4,SubTask_0235417,Procurement Specialist #5,SR_Req_0981771,Closed Complete,7/07/2023,Not Yet Requested,5
3/07/2023,3/07/2023,3/07/2023,HR Officer #5,OH&S Team,0,Procurement Specialist #5,SubTask_0235458,,SR_Req_0983097,Closed Complete,3/07/2023,Approved,1
3/07/2023,3/07/2023,7/07/2023,Procurement Specialist #4,Procurement Operations Team,17.13333333,Procurement Specialist #4,SubTask_0235494,,SR_Req_0983222,Closed Complete,7/07/2023,Not Yet Requested,5
4/07/2023,4/07/2023,4/07/2023,Procurement Specialist #4,Procurement Operations Team,0.683333333,Procurement Specialist #4,SubTask_0235591,,SR_Req_0983596,Closed Complete,4/07/2023,Not Yet Requested,1
4/07/2023,4/07/2023,5/07/2023,Category Manager #3,Category Management Team,8,Category Manager #3,SubTask_0235655,Procurement Specialist #5,SR_Req_0982908,Closed Complete,5/07/2023,Not Yet Requested,2
4/07/2023,4/07/2023,18/07/2023,Procurement Specialist #4,Procurement Operations Team,94.86666667,Procurement Specialist #4,SubTask_0235663,,SR_Req_0983951,Closed Complete,18/07/2023,Not Yet Requested,11
4/07/2023,4/07/2023,6/07/2023,Category Manager #2,Category Management Team,15.8,Procurement Specialist #4,SubTask_0235684,Procurement Specialist #4,SR_Req_0980889,Closed Complete,6/07/2023,Not Yet Requested,3
4/07/2023,4/07/2023,4/07/2023,Category Manager #2,Category Management Team,0,Procurement Specialist #4,SubTask_0235697,Procurement Specialist #4,SR_Req_0983596,Closed Complete,4/07/2023,Not Yet Requested,1
4/07/2023,4/07/2023,4/07/2023,Procurement Specialist #4,Procurement Operations Team,0,Procurement Specialist #4,SubTask_0235704,,SR_Req_0984132,Closed Complete,4/07/2023,Not Yet Requested,1
4/07/2023,4/07/2023,6/07/2023,Category Manager #3,Category Management Team,19.16666667,Category Manager #3,SubTask_0235710,Procurement Specialist #4,SR_Req_0983951,Closed Complete,6/07/2023,Not Yet Requested,3
4/07/2023,4/07/2023,10/07/2023,Procurement Specialist #4,Procurement Operations Team,15.45,Procurement Specialist #4,SubTask_0235711,,SR_Req_0984147,Closed Complete,10/07/2023,Not Yet Requested,5
5/07/2023,5/07/2023,5/07/2023,Procurement Specialist #4,Procurement Operations Team,0,Procurement Specialist #4,SubTask_0235750,,SR_Req_0984381,Closed Complete,5/07/2023,Not Yet Requested,1
5/07/2023,5/07/2023,19/07/2023,HR Officer #5,OH&S Team,100.6,HR Officer #5,SubTask_0235751,,SR_Req_0984381,Closed Complete,19/07/2023,Rejected,11
5/07/2023,5/07/2023,5/07/2023,Procurement Specialist #4,Procurement Operations Team,0,Procurement Specialist #4,SubTask_0235784,,SR_Req_0984550,Closed Complete,5/07/2023,Not Yet Requested,1
5/07/2023,5/07/2023,6/07/2023,Category Manager #3,Category Management Team,12.83333333,Category Manager #3,SubTask_0235783,Procurement Specialist #5,SR_Req_0980471,Closed Complete,6/07/2023,Not Yet Requested,2
5/07/2023,5/07/2023,6/07/2023,Procurement Specialist #5,Procurement Operations Team,6.583333333,Procurement Specialist #5,SubTask_0235791,,SR_Req_0984585,Closed Complete,6/07/2023,Not Yet Requested,2
5/07/2023,5/07/2023,6/07/2023,Category Manager #3,Category Management Team,12,Category Manager #3,SubTask_0235790,Procurement Specialist #4,SR_Req_0984550,Closed Complete,6/07/2023,Not Yet Requested,2
5/07/2023,5/07/2023,7/07/2023,Procurement Specialist #5,Procurement Operations Team,12.8,Procurement Specialist #5,SubTask_0235869,,SR_Req_0984758,Closed Complete,7/07/2023,Not Yet Requested,3
5/07/2023,5/07/2023,6/07/2023,Category Manager #3,Category Management Team,7.766666667,Category Manager #3,SubTask_0235871,Procurement Specialist #5,SR_Req_0984585,Closed Complete,6/07/2023,Not Yet Requested,2
5/07/2023,5/07/2023,21/07/2023,Procurement Specialist #5,Procurement Operations Team,116.25,Procurement Specialist #5,SubTask_0235873,,SR_Req_0984804,Closed Complete,21/07/2023,Not Yet Requested,13
6/07/2023,6/07/2023,12/07/2023,Category Manager #2,Category Management Team,22.85,Procurement Specialist #5,SubTask_0235905,Procurement Specialist #5,SR_Req_0984758,Closed Complete,12/07/2023,Not Yet Requested,5
6/07/2023,6/07/2023,6/07/2023,Procurement Specialist #5,Procurement Operations Team,0.716666667,Procurement Specialist #5,SubTask_0236046,,SR_Req_0985173,Closed Complete,6/07/2023,Not Yet Requested,1
6/07/2023,6/07/2023,11/07/2023,HR Officer #6,OH&S Team,3.316666667,Procurement Specialist #5,SubTask_0236053,,SR_Req_0985220,Closed Complete,11/07/2023,Approved,4
6/07/2023,6/07/2023,12/07/2023,Procurement Specialist #4,Procurement Operations Team,13.63333333,Procurement Specialist #4,SubTask_0236092,,SR_Req_0985471,Closed Complete,12/07/2023,Not Yet Requested,5
6/07/2023,6/07/2023,11/07/2023,Procurement Specialist #4,Procurement Operations Team,3.45,Procurement Specialist #4,SubTask_0236093,,SR_Req_0985508,Closed Complete,11/07/2023,Not Yet Requested,4
7/07/2023,7/07/2023,7/07/2023,Procurement Specialist #5,Procurement Operations Team,0.183333333,Procurement Specialist #5,SubTask_0236099,,SR_Req_0985545,Closed Complete,7/07/2023,Not Yet Requested,1
7/07/2023,7/07/2023,7/07/2023,Procurement Specialist #4,Procurement Operations Team,5.083333333,Procurement Specialist #4,SubTask_0236144,,SR_Req_0985655,Closed Complete,7/07/2023,Not Yet Requested,1
7/07/2023,7/07/2023,18/07/2023,HR Officer #5,OH&S Team,68.53333333,Procurement Specialist #4,SubTask_0236145,,SR_Req_0985655,Closed Complete,18/07/2023,Rejected,8
7/07/2023,7/07/2023,12/07/2023,Procurement Specialist #4,Procurement Operations Team,4.15,Procurement Specialist #5,SubTask_0236230,,SR_Req_0985993,Closed Complete,12/07/2023,Not Yet Requested,4
7/07/2023,7/07/2023,7/07/2023,Procurement Specialist #4,Procurement Operations Team,0.033333333,Procurement Specialist #4,SubTask_0236232,,SR_Req_0986002,Closed Complete,7/07/2023,Not Yet Requested,1
10/07/2023,10/07/2023,11/07/2023,Procurement Specialist #4,Procurement Operations Team,13.61666667,Procurement Specialist #4,SubTask_0236388,,SR_Req_0986453,Closed Complete,11/07/2023,Not Yet Requested,2
10/07/2023,10/07/2023,13/07/2023,Procurement Specialist #4,Procurement Operations Team,7.066666667,Procurement Specialist #4,SubTask_0236497,Procurement Specialist #5,SR_Req_0986453,Closed Complete,14/07/2023,Not Yet Requested,4
